name,state,street,lon,lat,formatted,categories,min_fee
Touch Wood,Cairo,Moustafa Kamel Street,31.2604597,29.9589167,"Touch Wood, Moustafa Kamel Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Touristic restaurant,Aswan,Abtal Al Tahrir Street,32.90130517,24.10300715,"Touristic restaurant, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",0
Trio Hotel Caroline Crillon,Giza,Surya Street,31.1949468,30.0527729,"Trio Hotel Caroline Crillon, Surya Street, El Mohandesin, Cairo, 13211, Egypt","['accommodation', 'accommodation.hotel']",0
Trio Hotel Caroline Crillon,Giza,Surya Street,31.1949468,30.0527729,"Trio Hotel Caroline Crillon, Surya Street, El Mohandesin, Cairo, 13211, Egypt","['accommodation', 'accommodation.hotel']",0
TuT pyramids view,Giza,Al Shaeir Street,31.1411976,29.9726784,"TuT pyramids view, Al Shaeir Street, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
TuT pyramids view,Giza,Al Shaeir Street,31.1411976,29.9726784,"TuT pyramids view, Al Shaeir Street, Nazlet al Batran, Giza, 12125, Egypt","['accommodation', 'accommodation.hotel', 'internet_access']",0
Twenky,Giza,Al Haram Street,31.1925112,30.0058911,"Twenky, Al Haram Street, Giza, 12555, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",0
U Bistro & Bar,Cairo,26th July Street,31.2245875,30.0589761,"U Bistro & Bar, 26th July Street, Al-Sabtiyya, 11211, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.steak_house']",0
Uncle Sam's,Cairo,Moustafa Kamel Street,31.2604102,29.9589711,"Uncle Sam's, Moustafa Kamel Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.burger']",0
Valencia,Cairo,Talaat Harb Street,31.23960779,30.0488426,"Valencia, 21 Talaat Harb Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Valencia,Cairo,Talaat Harb Street,31.23960779,30.0488426,"Valencia, 21 Talaat Harb Street, Bab al Luq, Cairo, 11519, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Vegan in Our House,Cairo,Street 82,31.2596004,29.9566424,"Vegan in Our House, Street 82, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.restaurant', 'vegan']",0
Villa Belle Epoque,Cairo,Street 13,31.2631143,29.9595817,"Villa Belle Epoque, 63 Street 13, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['accommodation', 'accommodation.hotel']",0
Villa Belle Epoque,Cairo,Street 13,31.2631143,29.9595817,"Villa Belle Epoque, 63 Street 13, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['accommodation', 'accommodation.hotel']",0
VIOLA ROOFTOP,Giza,Al Nil Street,31.21841335,30.02512285,"VIOLA ROOFTOP, 135 Al Nil Street, Dokki, Giza, 12513, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'halal']",0
Vox Cinema,Giza,Al Wahat Road,31.0184126,29.9704302,"Vox Cinema, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['entertainment', 'entertainment.cinema']",0
Wa7ed Shawarma,Red Sea,Inas Al Deghedi Street,33.6738682,27.3962995,"Wa7ed Shawarma, Inas Al Deghedi Street, Gamsha, 84513, Egypt","['catering', 'catering.restaurant']",0
Wax museum,Cairo,Mansour Street,31.3257085,29.8601958,"Wax museum, Mansour Street, Cairo, 11795, Egypt","['entertainment', 'entertainment.museum']",0
white House,South Sinai,Al Mostashfa Street,32.71347065,29.58756105,"white House, 3 Al Mostashfa Street, Ras Sudr, 46612, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation', 'internet_access']",0
Wiener Wald,Cairo,Street 9,31.2635337,29.95355,"Wiener Wald, 45 Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['catering', 'catering.fast_food']",0
Windsor,Cairo,Mohamed Bek Al Alfy Street,31.24574315,30.05343105,"Windsor, 19 Mohamed Bek Al Alfy Street, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Windsor,Cairo,Mohamed Bek Al Alfy Street,31.24574315,30.05343105,"Windsor, 19 Mohamed Bek Al Alfy Street, Al-Azbakeya, Cairo, 11574, Egypt","['accommodation', 'accommodation.hotel', 'building', 'building.accommodation']",0
Wissa Wassef Art Center,Giza,Al Labini Street,31.176465,29.9692025,"Wissa Wassef Art Center, Al Labini Street, Shabramant, 12841, Egypt","['entertainment', 'entertainment.museum']",0
Wrap N Go,Cairo,Street 250,31.2708808,29.9553946,"Wrap N Go, Street 250, Cairo, 11431, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Wunderbar,Red Sea,"Al Qusair, Marsa Aalam Road",34.6360666,25.5343099,"Wunderbar, Al Qusair, Marsa Aalam Road, Port Ghalib, Egypt","['catering', 'catering.restaurant']",0
Zaatar w Zeit,Giza,Side 26th of July Axis,30.99114545,30.00786935,"Zaatar w Zeit, Side 26th of July Axis, El Nada Compound, 12573, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",0
zed,Giza,Cairo University Street,31.21184567,30.025736,"zed, Cairo University Street, Been Al-Sarayat, Giza, 12541, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0
Zeera Cafe,Cairo,Street 79,31.26860095,29.9662241,"Zeera Cafe, 48 Street 79, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",0
Zest,Red Sea,"Al Qusair, Marsa Aalam Road",34.7996241,25.2165963,"Zest, Al Qusair, Marsa Aalam Road, Egypt","['catering', 'catering.restaurant']",0
Zhara house,Aswan,Street 6,32.8626586,24.0590035,"Zhara house, Street 6, Nagaa Al Mahata, 81531, Egypt","['commercial', 'commercial.gift_and_souvenir']",0
Ziznia,Giza,Mourad Street,31.2128602,30.0162032,"Ziznia, Mourad Street, Been Al-Sarayat, Giza, 12541, Egypt","['catering', 'catering.cafe', 'internet_access']",0
Zooba,Cairo,Side El Orouba Axis,31.4117854,30.0177975,"Zooba, Downtown Mall Side El Orouba Axis, Cairo, 11528, Egypt","['catering', 'catering.restaurant']",0
Zööba,Cairo,Al Saleh Ayoub Street,31.21927546,30.0609991,"Zööba, 16 Al Saleh Ayoub Street, Al-Sabtiyya, 11568, Egypt","['building', 'building.catering', 'building.residential', 'catering', 'catering.restaurant', 'catering.restaurant.regional']",0
