name,state,street,lon,lat,formatted,categories,min_fee
Nubian house,Aswan,Mahata Al Meyah Road,32.8875969,24.0810903,"Nubian house, Mahata Al Meyah Road, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant']",0.0
كافتيريا,Aswan,25,32.88470371652299,24.02448645,"Cafeteria, 25, Shash, 81531, Egypt","['catering', 'catering.cafe']",0.0
Aswan Moon,Aswan,Kornish Al Nile Street,32.8949146,24.0903101,"Aswan Moon, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional', 'internet_access']",0.0
Panorama,Aswan,Kornish Al Nile Street,32.8916496,24.0860309,"Panorama, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.restaurant']",0.0
El jokka,Aswan,Mahata Al Meyah Road,32.8846993,24.082727,"El Dokka, Mahata Al Meyah Road, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",0.0
دجاج كنتاكي,Aswan,Kornish Al Nile Street,32.8929262,24.0880896,"KFC, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.fast_food']",0.0
Nubian Dreams,Aswan,loop from Nubialin,32.890724,24.0893649,"Nubian Dreams, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.cafe']",0.0
Nubian House Coffee Shop,Aswan,loop from Nubialin,32.887112,24.0857463,"Nubian House Coffee Shop, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.cafe']",0.0
Pizza Biti,Aswan,Medan Mahata Aswan Street,32.9017787,24.100329,"Pizza Biti, Medan Mahata Aswan Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0.0
Mahmut Falafel,Aswan,Saad Zaghloul Street,32.8978365,24.0922616,"Mahmut Falafel, Saad Zaghloul Street, Othman Ahmed Ibrahim, 81521, Egypt","['catering', 'catering.restaurant']",0.0
جمبريكا,Aswan,Al Marhoum Sayed Hamed Hassn Street,32.8978032,24.0895718,"Jambarika, Al Marhoum Sayed Hamed Hassn Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.fish']",0.0
فول وفلافل الونش,Aswan,Fandq Al Safa Street,32.9019094,24.1014253,"فول وفلافل الونش, Fandq Al Safa Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0.0
El Shawesh,Aswan,Medan Al Kaysareya Street,32.8973521,24.0911723,"El Shawesh, Medan Al Kaysareya Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",0.0
Aswan Plaza / Cilantro,Aswan,Kornish Al Nile Street,32.8983258,24.097358,"Aswan Plaza / Cilantro, Kornish Al Nile Street, Saleh Gahin, 81511, Egypt","['catering', 'catering.restaurant']",0.0
Potato and Zlabaa,Aswan,Abtal Al Tahrir Street,32.8964469,24.0919832,"Potato and Zlabaa, Abtal Al Tahrir Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.fast_food']",0.0
Cheap Fish Restaurant,Aswan,Al Sheikh Ibrahim Street,32.8995387,24.0903892,"Cheap Fish Restaurant, Al Sheikh Ibrahim Street, Negm Al Din, 81511, Egypt","['catering', 'catering.restaurant']",0.0
Local restaurant,Aswan,Kornish Al Nile Street,32.8952171,24.0901468,"Local restaurant, Kornish Al Nile Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",0.0
Al masry,Aswan,Al Matar Street,32.8987551,24.0927083,"Al masry, Al Matar Street, Othman Ahmed Ibrahim, 81521, Egypt","['catering', 'catering.restaurant']",0.0
Chef Kahlil,Aswan,Saad Zaghloul Street,32.9015886,24.0985146,"Chef Kahlil, Saad Zaghloul Street, Saleh Gahin, 81521, Egypt","['catering', 'catering.restaurant']",0.0
Falafel,Aswan,"Al Sad Al Aali, Aswan Road",32.8539651,23.9808867,"Falafel, Al Sad Al Aali, Aswan Road, Sahara City, Egypt","['catering', 'catering.fast_food']",0.0
جمبري افندي,Aswan,Al Sadat Road,32.8873274,24.0720701,"Jambari Afendi, Al Sadat Road, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",0.0
Sudanese coffee,Aswan,Street 6,32.8640546,24.0605888,"Jabbana, Street 6, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.cafe']",0.0
Jamaica Guest House,Aswan,loop from Nubialin,32.8910197,24.0894223,"Jamaica Guest House, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.restaurant']",0.0
Kafana Guest House Nile View,Aswan,loop from Nubialin,32.8856693,24.0890581,"Kafana Guest House Nile View, loop from Nubialin, Koti, 81529, Egypt","['accommodation', 'accommodation.guest_house', 'catering', 'catering.restaurant']",0.0
Old Nubian Guest House Philae & Restaurant,Aswan,25,32.8847615,24.0315912,"Old Nubian Guest House Philae & Restaurant, 25, Shash, 81531, Egypt","['accommodation', 'accommodation.guest_house', 'catering', 'catering.restaurant']",0.0
King Jamaica Restaurant & Cafe,Aswan,loop from Nubialin,32.8908624,24.0894069,"King Jamaica Restaurant & Cafe, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.restaurant']",0.0
Makani,Aswan,Kornish Al Nile Street,32.8906005,24.0852998,"Makani, Kornish Al Nile Street, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant']",0.0
Soliah Restaurant,Aswan,25,32.8829807,24.0231607,"Soliah Restaurant, 25, Shash, 81531, Egypt","['catering', 'catering.restaurant']",0.0
Al Batanyoun Port parking,Aswan,25,32.8829133,24.0370488,"Al Batanyoun Port parking, 25, Shash, 81531, Egypt","['catering', 'catering.restaurant']",0.0
Negroni,Aswan,Aswan Airport Road,32.8246018,23.9674109,"Negroni, Aswan Airport Road, Sahara City, Egypt","['catering', 'catering.restaurant']",0.0
دجاج كنتاكي,Aswan,Kornish Al Nile Street,32.8932372,24.0881264,"KFC, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.fast_food']",0.0
Abu Al Hawa café,Aswan,Aswan Western Agricultural Road,32.8807659,24.1343654,"Abu Al Hawa café, Aswan Western Agricultural Road, Nag Al-Ghalalab, 81911, Egypt","['catering', 'catering.cafe']",0.0
مطعم زبزو,Aswan,Khalf Al Mahakem Street,32.893404,24.0853103,"مطعم زبزو, Khalf Al Mahakem Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.restaurant']",0.0
كافي شوب الخان,Aswan,Street 13,32.893542,24.0849925,"كافي شوب الخان, Street 13, Abd Al Hafiz Abou Qedies, 81511, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",0.0
الجمهرية,Aswan,East Al Bandr Street,32.8954822,24.0787359,"الجمهرية, East Al Bandr Street, Abd Al Hafiz Abou Qedies, 81511, Egypt","['catering', 'catering.fast_food', 'halal', 'vegan', 'vegetarian', 'wheelchair', 'wheelchair.yes']",0.0
Floating Restaurant - El Mabrouka,Aswan,Kornish Al Nile Street,32.8930888,24.088374,"Floating Restaurant - El Mabrouka, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.restaurant']",0.0
Koshary Alsafoa,Aswan,Al Shahid Mahrous Street,32.9012727,24.0988748,"Koshary Alsafoa, Al Shahid Mahrous Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0.0
El Salam Restaurant,Aswan,Saad Zaghloul Street,32.9015573,24.098892,"El Salam Restaurant, Saad Zaghloul Street, Saleh Gahin, 81521, Egypt","['catering', 'catering.restaurant']",0.0
Eplis,Aswan,"Cairo, Aswan Eastern Desert Road",32.891612,24.1324066,"Eplis, Cairo, Aswan Eastern Desert Road, Aswan, 81543, Egypt","['catering', 'catering.cafe']",0.0
Koshary and Falafel Sandwiches,Aswan,Al Ta'men Al Sihi Street,32.8850625,24.0621209,"Koshary and Falafel Sandwiches, Al Ta'men Al Sihi Street, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",0.0
Palestine,Aswan,Medan Mahata Aswan Street,32.9014806,24.0998065,"Palestine, Medan Mahata Aswan Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0.0
Mirabelle,Aswan,Kornish Al Nile Street,32.8962805,24.0946389,"Mirabelle, Kornish Al Nile Street, Sherif Soliman, 81543, Egypt","['catering', 'catering.cafe']",0.0
Ashri Toki,Aswan,loop from Nubialin,32.8915802,24.0907032,"Ashri Toki, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.restaurant']",0.0
Baba Dooi,Aswan,loop from Nubialin,32.8915801,24.0943616,"Baba Dooi, loop from Nubialin, Siou, 81511, Egypt","['catering', 'catering.restaurant']",0.0
"rich coffee, little bit expensive but nice people",Aswan,Kornish Al Nile Street,32.8950781,24.0900037,"rich coffee, little bit expensive but nice people, 83 Kornish Al Nile Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.cafe', 'internet_access']",0.0
Ismailia,Aswan,Al Matar Street,32.899042,24.092523,"Ismailia, Al Matar Street, Othman Ahmed Ibrahim, 81521, Egypt","['catering', 'catering.restaurant']",0.0
Abeer Restaurant,Aswan,Abtal Al Tahrir Street,32.9007941,24.0991194,"Abeer Restaurant, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0.0
Makka,Aswan,Abtal Al Tahrir Street,32.9006439,24.0988808,"Makka, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0.0
Makka,Aswan,Abtal Al Tahrir Street,32.9007223,24.0989422,"Makka, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",0.0
Gamalat House,Aswan,Street 6,32.8625301,24.0597117,"Gamalat House, Street 6, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.cafe']",0.0
Seafood restaurant $,Aswan,Al Sadat Road,32.8874974,24.0722919,"Seafood restaurant $, Al Sadat Road, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",0.0
The African club restaurant and cafe,Aswan,Al Masaken Street,32.8854747,24.0631753,"The African club restaurant and cafe, Al Masaken Street, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",0.0
Mangrove Cafe,Red Sea,Hala'ib W Shalateen Road,35.4311654,24.2073881,"Mangrove Cafe, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.cafe']",0.0
ronda,Red Sea,Hala'ib W Shalateen Road,35.4281343,24.2057256,"ronda, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.restaurant']",0.0
Seven Seas,Red Sea,Hala'ib W Shalateen Road,35.4277747,24.2053057,"Seven Seas, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.restaurant']",0.0
المتحف القومى للحضارة المصرية,Cairo,Al Fostat Street,31.24830296115806,30.00815255,"National Museum of Egyptian Civilisation, Al Fostat Street, Fostat, Cairo, 11923, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
Ratios,Cairo,Street 11,31.2643904,29.9545485,"Ratios, 10B Street 11, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
آلبحر ألأحمر للحوم,Giza,Street 4,30.9355629,29.9653037,"Red Sea Meats, 164 Street 4, 3rd District, 6th of October, 12596, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",0.0
سويتس,Giza,El Shohada Street,30.946642,29.972738,"Sweets, 27 El Shohada Street, 1st District, 6th of October, 12588, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",0.0
حديقة الحيوانات,Giza,Charles De Gaulle Street,31.213947072434568,30.02419165,"Giza Zoo, Charles De Gaulle Street, Dokki, Giza, 11555, Egypt","['entertainment', 'entertainment.zoo']",0.0
المتحف القبطى,Cairo,Margerges Street,31.230201368274635,30.005750300000003,"The Coptic Museum, Margerges Street, Masr Al-Qadima, Cairo, 11632, Egypt","['entertainment', 'entertainment.museum', 'wheelchair', 'wheelchair.yes']",0.0
عرض الصوت والضوء,Giza,Abou Al Houl Al Syahi Street,31.1396252849879,29.97457835,"Sound & Light Show, Abou Al Houl Al Syahi Street, Nazlet al Batran, Giza, 12125, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre', 'tourism', 'tourism.attraction']",0.0
المتحف القومي للحضارة المصرية,Cairo,Al Fostat Street,31.24834970478233,30.0076062,"National Museum of Egyptian Civilization, Al Fostat Street, Fostat, Cairo, 11581, Egypt","['entertainment', 'entertainment.museum']",0.0
MUST Opera House,Giza,Side 26th of July Axis,30.9652826,29.9966129,"MUST Opera House, Side 26th of July Axis, 7th District, 6th of October, 12568, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre', 'wheelchair', 'wheelchair.limited']",0.0
Drinkies - The beverage shop,Cairo,Moustafa Kamel Street,31.2604426,29.9589413,"Drinkies - The beverage shop, Moustafa Kamel Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",0.0
درب ١٧١٨,Cairo,Dar Al Salam Street,31.2318093,30.0029782,"Darb 1718, Dar Al Salam Street, Masr Al-Qadima, Cairo, 11632, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",0.0
Fair Trade Egypt,Cairo,Street 205,31.2738554,29.9548307,"Fair Trade Egypt, 12 Street 205, Cairo, 11431, Egypt","['commercial', 'commercial.gift_and_souvenir']",0.0
انفورميشن تيكنولوجي اوف ايجبت,Giza,Ahmed Rashad Street,31.2029488,30.0378,"information technology, Ahmed Rashad Street, Been Al-Sarayat, Giza, 12615, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",0.0
دوار العمده عطاالله ابوسريع,Giza,Al Neshaa Street,31.2670856,29.8120851,"دوار العمده عطاالله ابوسريع, 1 Al Neshaa Street, Al Maraziq, 12994, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
Drinkies,Cairo,Street 9,31.2594124,29.9582312,"Drinkies, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",0.0
المتحف المصري الكبير,Giza,"Cairo, Alexandria Desert Road",31.1190736364873,29.9945754,"Grand Egyptian Museum, Cairo, Alexandria Desert Road, Remaya Square, 12556, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
أوبرا القاهرة,Cairo,Al Tahrir Street,31.224071768754783,30.042583800000003,"Cairo Opera House, Al Tahrir Street, Bab al Luq, 11111, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
متحف محمود مختار,Cairo,Al Tahrir Street,31.22296934118789,30.0406407,"Mahmoud Mukhtar Museum, Al Tahrir Street, Bab al Luq, 11111, Egypt","['entertainment', 'entertainment.museum']",0.0
متحف أحمد شوقي,Giza,Ahmed Shawki Street,31.21759876523905,30.0214547,"Ahmed Shawqi Museum, Ahmed Shawki Street, Been Al-Sarayat, Giza, 11555, Egypt","['entertainment', 'entertainment.museum']",0.0
Galaxy Cinema,Cairo,Abd Al Aziz Al Seoud Street,31.223108202028055,30.0176442,"Galaxy Cinema, Abd Al Aziz Al Seoud Street, Al Manyal, Cairo, 11555, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.cinema']",0.0
متحف بنى سويف,Bani Sweif,Al Shahid Atef Abd Al Aziz Street,31.10130315,29.0840621,"Beni Suef Museum, Al Shahid Atef Abd Al Aziz Street, Al Mermah Bahary, 62515, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
متحف محمود خليل,Giza,Al Nil Street,31.219603884835,30.03558325,"Mahmoud Khaleel, 80 Al Nil Street, Dokki, Giza, 12612, Egypt","['building', 'building.public_and_civil', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
ساقية الصاوي,Cairo,15th May Bridge,31.2163319,30.0624069,"El-Sawy Cultural Wheel, 15th May Bridge, Al-Sabtiyya, 11211, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",0.0
المتخف الجيولوجي المصري,Cairo,Kornish Al Nil Street,31.2287249,29.9961855,"Egyptian Geological Museum, Kornish Al Nil Street, Masr Al-Qadima, Cairo, 11666, Egypt","['entertainment', 'entertainment.museum']",0.0
متحف أم كلثوم,Cairo,Al Malek Al Saleh Street,31.2248842,30.0076221,"Om Kalthom Museum, Al Malek Al Saleh Street, Masr Al-Qadima, Cairo, 11632, Egypt","['entertainment', 'entertainment.museum']",0.0
The Bread Basket - German Bread & Sweets,Cairo,Street 81,31.2607599,29.9589204,"The Bread Basket - German Bread & Sweets, Street 81, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
Elsayad Bakery,Cairo,Street 9,31.2642341,29.9525363,"Elsayad Bakery, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
طيبه,Giza,Lamsah Aml Street,31.1010708,29.9594704,"Teba, Lamsah Aml Street, 12559, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
كنوز البحر,Giza,Al Madrasa Street,31.2094018,29.9786049,"كنوز البحر, Al Madrasa Street, Giza, 12519, Egypt","['catering', 'catering.fast_food', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.seafood']",0.0
Cairo Photography Club,Cairo,Street 7,31.257741,29.959,"Cairo Photography Club, 46 Street 7, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",0.0
Dukes,Giza,Masdaq Street,31.2036092,30.0388869,"Dukes, Masdaq Street, Dokki, Cairo, 12311, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
My Chocolate,Giza,Ibrahim Al Adawy Street,31.1085149,29.9829791,"My Chocolate, 165 Ibrahim Al Adawy Street, Giza, 12559, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
مخبوزات سنابل,Bani Sweif,Khalil Abd Al Aziz Street,31.1048979,29.0696483,"مخبوزات سنابل, Khalil Abd Al Aziz Street, Al Gezira Bahary, 62513, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
إبن البلد,Giza,Abd Al Moneim Riyad Street,31.210887,30.0554625,"Ibn Al Balad, Abd Al Moneim Riyad Street, El Agouza, Giza, 12654, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",0.0
Cleopatra’s Museum,Giza,Al Bahr Al Aazam Street,31.2155716,29.9975906,"Cleopatra’s Museum, Al Bahr Al Aazam Street, Giza, 12516, Egypt","['entertainment', 'entertainment.museum']",0.0
Nola Cupcakes,Cairo,Street 9,31.2594332,29.9584385,"Nola Cupcakes, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",0.0
مسرح البالون,Giza,Ahmed Afifi Street,31.21421898420113,30.06083235,"Balloon Theatre, Ahmed Afifi Street, El Agouza, Giza, 12654, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
متحف إيمحتب,Giza,Abo Gomaa Street,31.224846194661023,29.8698342,"Imhotep Museum, Abo Gomaa Street, 12919, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
فاتن حمامة,Cairo,Al Rouda Street,31.22737002933306,30.01616795,"Faten Hamama Cinema, Al Rouda Street, Al Manyal, Cairo, 11451, Egypt","['building', 'building.entertainment', 'building.historic', 'entertainment', 'entertainment.cinema', 'tourism', 'tourism.sights']",0.0
قصر الثقافه,Giza,Al Yaban Street,31.19748038302616,30.0024815,"Qasr Al-Thaqafa, Al Yaban Street, Giza, 12551, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",0.0
دريم بارك,Giza,Studio Dream Street,31.05987433314463,29.96704,"Dream Park, Studio Dream Street, Ash Sheikh Zayed, 12578, Egypt","['entertainment', 'entertainment.theme_park']",0.0
متحف الفن الحديث,Cairo,Mahmoud Mokhtar Street,31.223070969409694,30.04280615,"Museum of Egyptian Modern Arts, Mahmoud Mokhtar Street, Bab al Luq, 11111, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
National Cultural Centre,Cairo,Al Tahrir Street,31.223410210732872,30.0426202,"National Cultural Centre, Al Tahrir Street, Bab al Luq, 11111, Egypt","['entertainment', 'entertainment.museum']",0.0
السينما الشتوي,Al Minufiya,Saad Ibn Abi Wakas Street,30.51448455,30.360748200000003,"السينما الشتوي, Saad Ibn Abi Wakas Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.cinema']",0.0
قصر ثقافة مدينة السادات,Al Minufiya,Saad Ibn Abi Wakas Street,30.503455671425375,30.37115855,"قصر ثقافة مدينة السادات, Saad Ibn Abi Wakas Street, Central Service Hub, Sadat City, 32921, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",0.0
مسرح قصر الثقافة,Al Minufiya,Saad Ibn Abi Wakas Street,30.503684610720207,30.37092025,"مسرح قصر الثقافة, Saad Ibn Abi Wakas Street, Central Service Hub, Sadat City, 32921, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
مخبز السكنية السادسة,Al Minufiya,Saad Ibn Abi Wakas Street,30.494363995715226,30.37881685,"مخبز السكنية السادسة, Saad Ibn Abi Wakas Street, محور خدمات الحي الثالث, Sadat City, 32897, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
مسرح المدرسة,Al Minufiya,Ibrahim Refaat Street,30.516315092014384,30.371705050000003,"مسرح المدرسة, Ibrahim Refaat Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
مسرح المدرسة,Al Minufiya,Ezz Road,30.52351310747869,30.36321155,"مسرح المدرسة, Ezz Road, Ebni Baitak, Sadat City, 32921, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
متحف الفن الحديث,Cairo,Mahmoud Mokhtar Street,31.22472090568216,30.0436795,"Museum of Egyptian Modern Arts, Mahmoud Mokhtar Street, Bab al Luq, 11111, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
مخبز السكنية الأولى,Al Minufiya,Amr Ibn Al Aas Street,30.50676635194094,30.36655585,"مخبز السكنية الأولى, Amr Ibn Al Aas Street, Sadat City, 32921, Egypt","['building', 'building.commercial', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
مركز بيانو بيانو للفنون,Giza,Al Karma Street,30.99868471940614,30.02465635,"Piano Piano Center, Al Karma Street, El Karma 1, 12588, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",0.0
جلاكسي سينما,Giza,Gamal Abd Al Naser Street,30.97068544488417,30.0059255,"Galaxy Cinema, Gamal Abd Al Naser Street, 7th District, 6th of October, 12564, Egypt","['entertainment', 'entertainment.cinema']",0.0
منطقة المجازر,Al Minufiya,Al Nahda Street,30.58608981386938,30.3767079,"منطقة المجازر, Al Nahda Street, المنطقة الصناعية الرابعة, Sadat City, 32921, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",0.0
جالاكسي,Cairo,Abd Al Rahman Al Barqoqy Street,31.2231997,30.0175359,"Galaxy, Abd Al Rahman Al Barqoqy Street, Al Manyal, Cairo, 11451, Egypt","['entertainment', 'entertainment.cinema']",0.0
الزعيم,Giza,Al Haram Street,31.1616668,29.9948883,"Al-Zaeem, Al Haram Street, Kom al Akhdar, Giza, 12574, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
Teba Bakery,Giza,Abou Al Mahasen Al Shazly Street,31.210803731305475,30.060496800000003,"Teba Bakery, 66 Abou Al Mahasen Al Shazly Street, El Agouza, Giza, 12654, Egypt","['building', 'building.commercial', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",0.0
درنكيز,Giza,26th July Street,31.210257774691847,30.0607279,"Drinkies, 164 26th July Street, El Agouza, Giza, 12654, Egypt","['building', 'building.commercial', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",0.0
متحف الحفريات و تغير المناخ,Giza,Wadi Al Hitan Trail,30.02155922174266,29.26398625,"Museum Of Paleontology And Climate Change, Wadi Al Hitan Trail, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
فملي,Cairo,Bahgat Hassanin Street,31.2468754,29.9649299,"Family Cinema, Bahgat Hassanin Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['entertainment', 'entertainment.cinema']",0.0
مسرح نجم,Giza,Al Dokki Street,31.2108722,30.0385649,"Masrah Negm, Al Dokki Street, Dokki, Giza, 12611, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
متحف ممفيس,Giza,"Saqara Village, Al Badrashin City Road",31.255127078797905,29.8495415,"Memphis Museum, Saqara Village, Al Badrashin City Road, Mit Rahinah, 12921, Egypt","['entertainment', 'entertainment.museum']",0.0
Rokn Farouk,Cairo,Rokn Al Farouq Square,31.2948309,29.8470384,"Rokn Farouk, Rokn Al Farouq Square, Cairo, 11918, Egypt","['entertainment', 'entertainment.museum']",0.0
Wax museum,Cairo,Mansour Street,31.3257085,29.8601958,"Wax museum, Mansour Street, Cairo, 11795, Egypt","['entertainment', 'entertainment.museum']",0.0
Mohamed Ali Palace Museum,Cairo,Tolba Ahmed Pasha Street,31.22948266253479,30.0264978,"Mohamed Ali Palace Museum, Tolba Ahmed Pasha Street, Al Manyal, Cairo, 11555, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
Hunting Hall Museum,Cairo,Al Saraya Street,31.22879344865496,30.028555,"Hunting Hall Museum, Al Saraya Street, Al Manyal, Cairo, 11555, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",0.0
السيرك الوطني,Giza,Ahmed Afifi Street,31.214465354619232,30.05963155,"National Circus, Ahmed Afifi Street, El Agouza, Giza, 12654, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",0.0
سينما دريم,Giza,Al Wahat Road,31.0602808,29.9607719,"Cinema Dream, Al Wahat Road, Al-Ashgar Suburb, Ash Sheikh Zayed, 12587, Egypt","['entertainment', 'entertainment.cinema']",0.0
Wissa Wassef Art Center,Giza,Al Labini Street,31.176465,29.9692025,"Wissa Wassef Art Center, Al Labini Street, Shabramant, 12841, Egypt","['entertainment', 'entertainment.museum']",0.0
Vox Cinema,Giza,Al Wahat Road,31.0184126,29.9704302,"Vox Cinema, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['entertainment', 'entertainment.cinema']",0.0
المتحف القومى للحضارة المصرية,Cairo,Al Fostat Street,31.248146788323783,30.0085617,"National Museum of Egyptian Civilisation, Al Fostat Street, Fostat, Cairo, 11923, Egypt","['entertainment', 'entertainment.museum']",0.0
ملاهى على بابا,Cairo,Fidi Pasha Street,31.34140609356832,29.8493985,"Ali Baba Theme Park, Fidi Pasha Street, Cairo, 11421, Egypt","['entertainment', 'entertainment.theme_park']",0.0
