name,state,district,street,lon,lat,formatted,categories,
منطقة المجازر,Al Minufiya,Al Nahda Street,30.58608981,30.3767079,"منطقة المجازر, Al Nahda Street, المنطقة الصناعية الرابعة, Sadat City, 32921, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",,
جالاكسي,Cairo,West Al Manial,Abd Al Rahman Al Barqoqy Street,31.2231997,30.0175359,"Galaxy, Abd Al Rahman Al Barqoqy Street, Al Manyal, Cairo, 11451, Egypt","['entertainment', 'entertainment.cinema']",
الزعيم,Giza,Al Haram Street,31.1616668,29.9948883,"Al-Zaeem, Al Haram Street, Kom al Akhdar, Giza, 12574, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",,
Teba Bakery,Giza,Abou Al Mahasen Al Shazly Street,31.21080373,30.0604968,"Teba Bakery, 66 Abou Al Mahasen Al Shazly Street, El Agouza, Giza, 12654, Egypt","['building', 'building.commercial', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
درنكيز,Giza,26th July Street,31.21025777,30.0607279,"Drinkies, 164 26th July Street, El Agouza, Giza, 12654, Egypt","['building', 'building.commercial', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",,
متحف الحفريات و تغير المناخ,Giza,Wadi Al Hitan Trail,30.02155922,29.26398625,"Museum Of Paleontology And Climate Change, Wadi Al Hitan Trail, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",,
فملي,Cairo,Bahgat Hassanin Street,31.2468754,29.9649299,"Family Cinema, Bahgat Hassanin Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['entertainment', 'entertainment.cinema']",,
مسرح نجم,Giza,Al Dokki Street,31.2108722,30.0385649,"Masrah Negm, Al Dokki Street, Dokki, Giza, 12611, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",,
متحف ممفيس,Giza,"Saqara Village, Al Badrashin City Road",31.25512708,29.8495415,"Memphis Museum, Saqara Village, Al Badrashin City Road, Mit Rahinah, 12921, Egypt","['entertainment', 'entertainment.museum']",,
Rokn Farouk,Cairo,Rokn Al Farouq Square,31.2948309,29.8470384,"Rokn Farouk, Rokn Al Farouq Square, Cairo, 11918, Egypt","['entertainment', 'entertainment.museum']",,
Wax museum,Cairo,Mansour Street,31.3257085,29.8601958,"Wax museum, Mansour Street, Cairo, 11795, Egypt","['entertainment', 'entertainment.museum']",,
Mohamed Ali Palace Museum,Cairo,East Al Manial,Tolba Ahmed Pasha Street,31.22948266,30.0264978,"Mohamed Ali Palace Museum, Tolba Ahmed Pasha Street, Al Manyal, Cairo, 11555, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",[]
Hunting Hall Museum,Cairo,East Al Manial,Al Saraya Street,31.22879345,30.028555,"Hunting Hall Museum, Al Saraya Street, Al Manyal, Cairo, 11555, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",[]
السيرك الوطني,Giza,Ahmed Afifi Street,31.21446535,30.05963155,"National Circus, Ahmed Afifi Street, El Agouza, Giza, 12654, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",,
سينما دريم,Giza,Area P,Al Wahat Road,31.0602808,29.9607719,"Cinema Dream, Al Wahat Road, Al-Ashgar Suburb, Ash Sheikh Zayed, 12587, Egypt","['entertainment', 'entertainment.cinema']",
Wissa Wassef Art Center,Giza,Al Labini Street,31.176465,29.9692025,"Wissa Wassef Art Center, Al Labini Street, Shabramant, 12841, Egypt","['entertainment', 'entertainment.museum']",[],
Vox Cinema,Giza,Block 3,Al Wahat Road,31.0184126,29.9704302,"Vox Cinema, Al Wahat Road, Gardina Park valley, 6th of October, 12585, Egypt","['entertainment', 'entertainment.cinema']",
المتحف القومى للحضارة المصرية,Cairo,Neighbourhood 2,Al Fostat Street,31.24814679,30.0085617,"National Museum of Egyptian Civilisation, Al Fostat Street, Fostat, Cairo, 11923, Egypt","['entertainment', 'entertainment.museum']",
ملاهى على بابا,Cairo,Fidi Pasha Street,31.34140609,29.8493985,"Ali Baba Theme Park, Fidi Pasha Street, Cairo, 11421, Egypt","['entertainment', 'entertainment.theme_park']",,
ملاهى جرين بارك,Cairo,Torah Al Asmant,Kornish Al Nil Street,31.23785681,29.9657019,"Green Park, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['entertainment', 'entertainment.theme_park']",
ووتر بارك,Cairo,Torah Al Asmant,Kornish Al Nil Street,31.24140151,29.96371005,"Water Park, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['entertainment', 'entertainment.water_park']",
Entrance to the Grand Egyptian Museum,Giza,"Cairo, Alexandria Desert Road",31.12245279,29.99346095,"Entrance to the Grand Egyptian Museum, Cairo, Alexandria Desert Road, Remaya Square, 12556, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",[],
دراجون بارك,Giza,Hod 1 Street,30.92639539,30.06627925,"Dragon Park, Hod 1 Street, Ash Sheikh Zayed, 12588, Egypt","['entertainment', 'entertainment.theme_park']",,
ملاهي الفسطاط لاند,Giza,Fanadeq Masr Al Kobra Street,31.17675757,29.9733127,"Malahy Al Fustat Land, Fanadeq Masr Al Kobra Street, Giza, 12565, Egypt","['entertainment', 'entertainment.theme_park']",,
زيد بارك,Giza,District 5,Al Nasr Street,30.99618545,30.04453225,"Zed Park, Al Nasr Street, El Karma 2, 12588, Egypt","['entertainment', 'entertainment.theme_park', 'fee']",
حديقة الأدرينالين,Giza,Hod 3 Street,30.93622351,30.0272353,"Adrenalin Park, Hod 3 Street, Ash Sheikh Zayed, 12564, Egypt","['entertainment', 'entertainment.theme_park']",,
The King,Giza,Al Sad Al Aali Street,31.2134027,30.0429255,"The King, Al Sad Al Aali Street, Dokki, Giza, 12611, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",,
Art al-lewa,Giza,Mohamed Ali Al Eisiry Street,31.1872587,30.0498157,"Art al-lewa, Mohamed Ali Al Eisiry Street, Meet Oqba, Giza, 13211, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",[],
Cinema Tahrir,Giza,Al Tahrir Street,31.2145136,30.0391714,"Cinema Tahrir, Al Tahrir Street, Dokki, Giza, 12311, Egypt","['entertainment', 'entertainment.cinema']",[],
محل فواكة,Giza,Morsi Mahmoud Street,31.1854937,30.0539058,"Fruit Shop, Morsi Mahmoud Street, Meet Oqba, Giza, 12827, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",,
عمو جمبرى,Giza,Teraa Al Zomor Street,31.189524,30.0543158,"Ammo Gambary, Teraa Al Zomor Street, Bulaq Al-Dakrour, Nazlet Bahgat, 13211, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.seafood']",,
مخبز الفاروق,Giza,Mohamed Abd Al Baky Street,31.185375,30.0545397,"Al-Farouk Bakery, Mohamed Abd Al Baky Street, Meet Oqba, Giza, 12827, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
TBS,Giza,Makkah Street,31.2033284,30.0485582,"TBS, Makkah Street, El Mohandesin, Giza, 12615, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
سوق السمك المركزى,Giza,Salah Salem Street,31.2089589,29.9930856,"Central Fish Market, Salah Salem Street, Giza, 12517, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.seafood']",,
مخبز خبز سياحى,Giza,Mohamed Abd Al Wahed Street,31.2094337,29.9949881,"Touristic Bakery, Mohamed Abd Al Wahed Street, Giza, 12517, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
مخبز خبز مدعم,Giza,Ahmed Selim Street,31.2102517,29.9950601,"Bakery for subsidised bread, Ahmed Selim Street, Saqiyat Makki, 12517, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
القرية الفرعونية,Giza,Al Bahr Al Aazam Street,31.2148183,29.9974129,"القرية الفرعونية, Al Bahr Al Aazam Street, Giza, 12516, Egypt","['entertainment', 'entertainment.museum']",,
حلويات الدمياطي,Cairo,East Al Manial,Al Basha Square,31.2258132,30.0208783,"Al-Domiaty Sweets, Al Basha Square, Al Manyal, Cairo, 11553, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",
Choco chocola,Giza,Mohy Al Din Abou Al Ezz Street,31.1994338,30.046306,"Choco chocola, Mohy Al Din Abou Al Ezz Street, El Mohandesin, Giza, 12615, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",[],
The Setup,Giza,Al Atba' Street,31.1993324,30.0467519,"The Setup, Al Atba' Street, El Mohandesin, Giza, 12615, Egypt","['commercial', 'commercial.gift_and_souvenir']",[],
Abu Auf,Cairo,Street 9,31.2616461,29.955385,"Abu Auf, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.nuts']",,
The Bakery Shop (TBS),Cairo,Street 9,31.2614055,29.9557967,"The Bakery Shop (TBS), Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
Hamed for drinking,Cairo,Street 9,31.2602861,29.9572971,"Hamed for drinking, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",[],
The Bakery By Marriott,Cairo,Street 9,31.2601368,29.9574805,"The Bakery By Marriott, 76A Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
The Tree,31.2603401,29.9572504,"['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",,,,,
L'aroma Gourmet Coffee,Cairo,Street 9,31.2598899,29.9578489,"L'aroma Gourmet Coffee, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.coffee_and_tea']",[],
Crumbs cupcakes & more,Cairo,Street 9,31.2597821,29.958034,"Crumbs cupcakes & more, 82 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['catering', 'catering.cafe', 'commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery', 'internet_access', 'internet_access.free']",,
Sawy Bakery & Sweet,Cairo,Street 81,31.2598526,29.958433,"Sawy Bakery & Sweet, Street 81, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
Souvenir d'Egypte,Cairo,Street 9,31.2594677,29.9582589,"Souvenir d'Egypte, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.gift_and_souvenir']",[],
Carlito's Basaar - gifts & silver,Cairo,Street 9,31.2587944,29.9590658,"Carlito's Basaar - gifts & silver, 90 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.gift_and_souvenir']",[],
Food Garden,Cairo,Street 9,31.2595128,29.9588103,"Food Garden, Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],
السينما الصيفي,Al Minufiya,Saad Ibn Abi Wakas Street,30.5036587,30.3709337,"السينما الصيفي, Saad Ibn Abi Wakas Street, Central Service Hub, Sadat City, 32921, Egypt","['entertainment', 'entertainment.cinema']",,
OddBits,Cairo,Street 9,31.2613775,29.9564676,"OddBits, 67 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
Touch Wood,Cairo,Moustafa Kamel Street,31.2604597,29.9589167,"Touch Wood, Moustafa Kamel Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.gift_and_souvenir']",[],
Wrap N Go,Cairo,Street 250,31.2708808,29.9553946,"Wrap N Go, Street 250, Cairo, 11431, Egypt","['commercial', 'commercial.gift_and_souvenir']",[],
لؤلؤة الميدان,Giza,Teraa Al Zomor Street,31.189344,30.0546053,"لؤلؤة الميدان, Teraa Al Zomor Street, Bulaq Al-Dakrour, Nazlet Bahgat, 13211, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
محل فراخ,Giza,Neighborhood 4,Amin Al Khuli Street,30.9207692,29.9385011,"محل فراخ, Amin Al Khuli Street, 5th district, 6th of October, 12566, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",
برعى 2000,Giza,Neighborhood 2,Ahmed Abdel Maqsoud Heikal Street,30.9240787,29.9362031,"Borai 2000 gift store, Ahmed Abdel Maqsoud Heikal Street, 6th district, 6th of October, 12566, Egypt","['commercial', 'commercial.gift_and_souvenir']",
بازار الجامعة,Giza,Central Residential Area,Al Markazy Axis,30.9416125,29.9709285,"bazar Al Gamaa, Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['commercial', 'commercial.gift_and_souvenir']",
مخبز أفرنجى,Giza,Neighborhood 2,Mohamed El Asapgi Street,30.9221358,29.935269,"Baker, Mohamed El Asapgi Street, 5th district, 6th of October, 12563, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",
Fruit & Vegetable Stall,Giza,Al Mahrousa Street,31.205314,30.0648175,"Fruit & Vegetable Stall, Al Mahrousa Street, Meet Okba, Giza, 12658, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[],
يني,Giza,Area H,Islam El Shabrawy Street,31.0921255,29.9718613,"يني, Islam El Shabrawy Street, 12572, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",
بى - تك,Giza,Central Residential Area,Side Al Markazy Axis,30.9301137,29.9625656,"B tech, Side Al Markazy Axis, 3rd District, 6th of October, 12596, Egypt","['commercial', 'commercial.gift_and_souvenir']",
لابوار,Giza,District 1,Side Al Markazy Axis,30.9477488,29.9740784,"لابوار, Side Al Markazy Axis, 1st District, 6th of October, 12591, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",
معرض الدهب للحلويات,Bani Sweif,Salah Salem Street,31.09402,29.0799926,"معرض الدهب للحلويات, Salah Salem Street, Al Mermah Bahary, 62514, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
مخبز المصطفى,Bani Sweif,Awni Street,31.0909231,29.0806689,"مخبز المصطفى, Awni Street, Al Mermah Qebly, 62514, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
الفرن,Bani Sweif,Farouq Abd Al Latif Street,31.0896126,29.0818138,"الفرن, Farouq Abd Al Latif Street, Al Mermah Qebly, 62514, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
منهاتن للمخبوزات,Giza,District 2,Side Al Tahrir Road,30.9471114,29.9603975,"منهاتن للمخبوزات, Side Al Tahrir Road, 2nd District, 6th of October, 12596, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",
سينما قصر الثقافة,Bani Sweif,Al Rouda Street,31.1004824,29.063986,"سينما قصر الثقافة, Al Rouda Street, Bani Ateya, 62513, Egypt","['entertainment', 'entertainment.cinema']",,
9D Cinema,Bani Sweif,Ahmed Orabi Street,31.0999873,29.0646308,"9D Cinema, Ahmed Orabi Street, Bani Ateya, 62513, Egypt","['entertainment', 'entertainment.cinema']",,
الاخلاص,Cairo,East Al Manial,Al Manial Street,31.224968,30.016641,"El Ekhlas, Al Manial Street, Al Manyal, Cairo, 11555, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",
قصر الاليزيه,Giza,Al Arayes Housing,Al Sudan Street,31.1925384,30.0476175,"قصر الاليزيه, Al Sudan Street, Been Al-Sarayat, Cairo, 13211, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",
ئمائماد,Giza,Al Bahr Al Aazam Street,31.216295,30.0036568,"ئمائماد, Al Bahr Al Aazam Street, Giza, 12516, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
حلواني العبد,Giza,Mohamed Shahin Street,31.2137241,30.0515232,"Halawany Al Abd, Mohamed Shahin Street, El Agouza, Giza, 12411, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
مصطفى الخضرى,Giza,District 3,Al Rawda Street,31.0049749,30.038461,"Mostafa el khodary, Al Rawda Street, El Karma 2, 12588, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",
عنوان شقق القاهرة ٨٩٩ شارع كورنيش النيل مصر القديمة الدور ٨ شقة رقم ٤ الدور ٩ شقق رقم ٤،٥،٦ شققنا ٨٩٩ شارع كورنيش النيل مصر القديمة,Cairo,Al Khokha and Al Qanaya,Kornish Al Nil Street,31.2263279,30.0055149,"Cairo Appartements, 8 Kornish Al Nil Street, Masr Al-Qadima, Cairo, 11632, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",
Mongini's,Giza,Area N,El Geish Street,31.0891895,29.9575243,"Mongini's, El Geish Street, Ash Sheikh Zayed, 12587, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[]
La Poire,Giza,Area N,El Geish Street,31.0891975,29.9577288,"La Poire, El Geish Street, Ash Sheikh Zayed, 12587, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[]
Bab Rizq,Giza,Area N,El Geish Street,31.0894134,29.9591882,"Bab Rizq, El Geish Street, Ash Sheikh Zayed, 12587, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[]
Gandoufly,Giza,Area N,El khazzan Street,31.0892415,29.9550862,"Gandoufly, El khazzan Street, Giza, 12587, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.seafood']",[]
مخبز الشعب,Giza,Al Fan Alley,31.1992784,29.996843,"مخبز الشعب, Al Fan Alley, Giza, 12552, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
Dunkin' Donuts,Giza,Surya Street,31.1965933,30.0528389,"Dunkin' Donuts, Surya Street, El Mohandesin, Cairo, 13211, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",[],
مخزن حديد,Giza,Industrial Area,Street 6,30.9182987,29.921592,"مخزن حديد, Street 6, 6th of October, 12581, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",
Monginis,Cairo,Borhan Street,31.3346202,29.8433978,"Monginis, Borhan Street, Cairo, 11723, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
Sabeh,Cairo,Helwan El Baharia,Moustafa Safwat Street,31.3393706,29.8460372,"Sabeh, Moustafa Safwat Street, Cairo, 11421, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.cheese_and_dairy']",
حلواني العبد,Giza,District 1,Side Al Markazy Axis,30.9449134,29.9762557,"حلواني العبد, Side Al Markazy Axis, 1st District, 6th of October, 12591, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",
سنتر الاردنيه,Giza,District 2,Street 40,30.9480337,29.9660981,"سنتر الاردنيه, Street 40, 2nd District, 6th of October, 12596, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.fruit_and_vegetable']",[]
متحف كوم اوشيم,Faiyum,"Cairo, Al Fayoum Desert Road",30.8981092,29.518671,"Kom oshim museum, Cairo, Al Fayoum Desert Road, Khala Muhammad, Egypt","['entertainment', 'entertainment.museum']",,
Egypt Papyrus Institute,Giza,Abou Al Houl Al Syahi Street,31.1410582,29.9859937,"Egypt Papyrus Institute, 1 Abou Al Houl Al Syahi Street, Kom al Akhdar, Remaya Square, 12512, Egypt","['commercial', 'commercial.gift_and_souvenir']",[],
قهوة سهراية,Cairo,Mahmoud Khater Street,31.3247681,29.8462555,"Sahraya Coffee, Mahmoud Khater Street, Cairo, 11735, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.coffee_and_tea']",,
جزار الليثى,Giza,Al Adala Street,31.1859661,30.0330315,"جزار الليثى, 5 Al Adala Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",[],
صديق للالبان,Giza,Al Itihad Street,31.1880298,30.0326952,"صديق للالبان, 33 Al Itihad Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.cheese_and_dairy']",[],
حلويت الإخوة,Giza,Kafr Al Gabal,Zaghloul Street,31.1491213,29.9761146,"halawiyat el ikhwat, Zaghloul Street, Kom al Akhdar, Giza, 12557, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",
سوية شيري,Giza,Al Sisi Street,31.1511363,29.9797105,"Sweet Cherry, Al Sisi Street, Kom al Akhdar, Giza, 12557, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",,
حلواني العبد,31.2056358,30.0579103,"['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",[],,,,
الوطنية للانتاج الحيواني,Giza,Al Ashrin Street,31.1855083,30.0100787,"الوطنية للانتاج الحيواني, Al Ashrin Street, Giza, 12549, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",,
مونجينى,Giza,Al Ashrin Street,31.185495,30.0108863,"مونجينى, 17 Al Ashrin Street, Giza, 12549, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",[],
جزارة عيد,Faiyum,"Cairo, Al Fayoum Desert Road",30.906827,29.4058045,"Eid Butcher, Cairo, Al Fayoum Desert Road, Snoras City, 63748, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",,
مخبز عيش بلدى,Giza,Al Nasr Street,31.1866986,30.0332085,"مخبز عيش بلدى, 22 Al Nasr Street, Bulaq Al-Dakrour, Nazlet Bahgat, 12621, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
TeePee home accessories,Cairo,Masaken Nerco,Street 231,31.2767383,29.9618201,"TeePee home accessories, Street 231, Cairo, 11431, Egypt","['commercial', 'commercial.gift_and_souvenir']",[]
Sweet House,Cairo,Street 82,31.2592628,29.9565305,"Sweet House, Street 82, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",[],
Abdel Rahim Koueider,Cairo,Street 9,31.2608802,29.9568801,"Abdel Rahim Koueider, 73 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
Mandarine Koueider,Cairo,Torah Al Asmant,Kornish Al Nil Street,31.2520988,29.9564685,"Mandarine Koueider, Kornish Al Nil Street, Al-Maasara, Cairo, 11917, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",
صناع السعادة,Cairo,Street 9,31.263023,29.9541094,"صناع السعادة, 51 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",,
Patchi,Cairo,Street 206,31.273164,29.9641557,"Patchi, Street 206, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.chocolate']",[],
Bio Shop,Cairo,Masaken Nerco,Street 231,31.2771694,29.9608405,"Bio Shop, Street 231, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.deli', 'commercial.food_and_drink.health_food']",[]
حلواني الدمياطي,Giza,District 1,Al Markazy Axis,30.9451119,29.9731906,"حلواني الدمياطي, Al Markazy Axis, 1st District, 6th of October, 12591, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",[]
El Hag Abdo Butcher,Cairo,Street 9,31.2640887,29.9526423,"El Hag Abdo Butcher, Street 9, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",,
RDNA,Cairo,Masaken Nerco,Street 254,31.2763249,29.9616111,"RDNA, Street 254, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.deli', 'commercial.food_and_drink.health_food']",
Imtenan,Cairo,Street 9,31.2603692,29.9576344,"Imtenan, 77 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.deli', 'commercial.food_and_drink.health_food']",,
بروتين محمد,Giza,Diaa Street,31.1670778,29.9869525,"protein mohamed, Diaa Street, Giza, 12574, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",,
Twenky,Giza,Al Haram Street,31.1925112,30.0058911,"Twenky, Al Haram Street, Giza, 12555, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",,
Bani Sweif,Al Shahid Atef Abd Al Aziz Street,31.10177639,29.0839245,"Al Shahid Atef Abd Al Aziz Street, Al Mermah Bahary, 62515, Egypt","['entertainment', 'entertainment.zoo']",[],,
Faiyum,Gammal Abd Al Naser Street,30.84631804,29.3095644,"Gammal Abd Al Naser Street, First Al Nagarin, 63513, Egypt","['entertainment', 'entertainment.cinema']",[],,
Al Minufiya,Residential area 8,Ibn Al Nafis Street,30.52301019,30.36548055,"Ibn Al Nafis Street, Ebni Baitak, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Al Minufiya,Residential area No. 4,Hamza Ibn Abd Al Motteleb Street,30.51728827,30.36339465,"Hamza Ibn Abd Al Motteleb Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Al Minufiya,Residential area 2,Sedki Soliman Street,30.51324645,30.35889515,"Sedki Soliman Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Al Minufiya,Residential area 1,Amr Ibn Al Aas Street,30.50487084,30.36846535,"Amr Ibn Al Aas Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Al Minufiya,Saad Ibn Abi Wakas Street,30.5041801,30.36964875,"Saad Ibn Abi Wakas Street, Central Service Hub, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],,
Al Minufiya,Residential area 12,Masaken Suzan Mubarak Street,30.53408023,30.3684071,"Masaken Suzan Mubarak Street, Ebni Baitak, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
Al Minufiya,Saad Ibn Abi Wakas Street,30.51428253,30.36184245,"Saad Ibn Abi Wakas Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],,
Al Minufiya,Residential area 2,Amr Ibn Al Aas Street,30.51314224,30.3607832,"Amr Ibn Al Aas Street, Sadat City, 32921, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",[],
